no.,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,timing,img_src,meal_category,flavor_type,simple_ingredients
17,Blackened Tuna Steaks with Mango Salsa,45 mins,10 mins,3 hrs 55 mins,4,4 steaks,"2 tablespoons olive oil, 2 tablespoons lime juice, 2 cloves garlic, minced, 4  tuna steaks, 1  fresh mango - peeled, pitted, and chopped, ¼ cup finely chopped red bell pepper, ½  Spanish onion, finely chopped, 1  green onion, chopped, 2 tablespoons chopped fresh cilantro, 1  jalapeno pepper, seeded and minced, 2 tablespoons lime juice, 1 ½ teaspoons olive oil, 2 tablespoons paprika, 1 tablespoon cayenne pepper, 1 tablespoon onion powder, 2 teaspoons salt, 1 teaspoon ground black pepper, 1 teaspoon dried thyme, 1 teaspoon dried basil, 1 teaspoon dried oregano, 1 tablespoon garlic powder, 4 tablespoons olive oil","Whisk together the olive oil, lime juice, and garlic in a bowl. Rub the tuna steaks with the mixture. Place the steaks in a sealable container and chill in refrigerator 3 hours.
Combine the mango, bell pepper, Spanish onion, green onion, cilantro, and jalapeno pepper in a bowl; stir. Add the lime juice and 1 1/2 teaspoons olive oil and toss to combine. Chill in refrigerator 1 hour.
Stir together the paprika, cayenne pepper, onion powder, salt, pepper, thyme, basil, oregano, and garlic powder in a bowl. Remove the tuna steaks from the refrigerator and gently rinse with water and then dip each side of each steak in the spice mixture to coat.
Heat 2 tablespoons olive oil in a large skillet over medium heat. Gently lay the tuna steaks into the hot oil. Cook the tuna on one side for 3 minutes; remove to a plate. Pour the remaining 2 tablespoons olive oil into the skillet and let it get hot. Lay the tuna with the uncooked side down into the skillet and cook another 3 minutes; remove from heat immediately.
Spoon about 1/2 cup of the mango salsa onto each of 4 plates. Lay the tuna steaks atop the salsa and serve immediately.











Charlotte's Mom
",4.8,https://www.allrecipes.com/recipe/103535/blackened-tuna-steaks-with-mango-salsa/,"Prep Time: 45 mins, Cook Time: 10 mins, Additional Time: 3 hrs, Total Time: 3 hrs 55 mins, Servings: 4, Yield: 4 steaks",https://www.allrecipes.com/thmb/9O0oJi_DD5HRi9WC3sUKFza32kw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/572557-blackened-tuna-steaks-with-mango-salsa-Charlottes-Mom-1x1-1-d8b2b5e546c94357aec49a7172563747.jpg,Dinner,Spicy,"Oil, Lime, Garlic, Tuna, Mango, Capsicum, Onion, Chili, Paprika,  Salt, Black pepper"
18,Grilled Tilapia with Mango Salsa,45 mins,10 mins,1 hrs 55 mins,2,,"⅓ cup extra-virgin olive oil, 1 tablespoon lemon juice, 1 tablespoon minced fresh parsley, 1 clove garlic, minced, 1 teaspoon dried basil, 1 teaspoon ground black pepper, ½ teaspoon salt, 2 (6 ounce) tilapia fillets","Prepare the fish: Whisk together olive oil, lemon juice, parsley, garlic, basil, black pepper, and salt in a bowl and pour into a resealable plastic bag. Add tilapia fillets, coat with the marinade, squeeze out excess air, and seal the bag. Marinate in the refrigerator for 1 hour.
Meanwhile, make the salsa: Combine mango, bell pepper, jalapeño pepper, red onion, and cilantro in a bowl. Add lime and lemon juices and toss well. Season to taste with salt and pepper. Refrigerate until ready to serve.
Preheat an outdoor grill for medium-high heat and lightly oil the grate.
Remove tilapia from the marinade and shake off excess. Discard remaining marinade. Grill fillets until fish is no longer translucent in the center and flakes easily with a fork, 3 to 4 minutes per side, depending on the thickness of the fillets.
Serve tilapia topped with mango salsa.









",4.8,https://www.allrecipes.com/recipe/166771/grilled-tilapia-with-mango-salsa/,"Prep Time: 45 mins, Cook Time: 10 mins, Additional Time: 1 hrs, Total Time: 1 hrs 55 mins, Servings: 2",https://www.allrecipes.com/thmb/3sQNyh6dASfBtJm9lQjkG-XzYYI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6534593-1ef42c04c06e4a4582df0395ccc68d91.jpg,Dinner,Sour,"Olive oil, Lemon,  Garlic,  Black pepper, Salt, Fish"
19,Poblano and Ground Pork Tacos,30 mins,10 mins,40 mins,6,6 tacos,"1  red onion, halved and thinly sliced, 1  Roma tomato, seeded and finely chopped, 1  ripe kiwi, diced, 1  lime, quartered, divided, 2 tablespoons chopped cilantro, divided,   salt and ground black pepper to taste, 4 tablespoons sour cream,   olive oil, 1  poblano pepper - cored, seeded, and finely chopped, 10 ounces ground pork, 1 tablespoon Mexican seasoning, 2 tablespoons chicken stock, 1 tablespoon tomato paste, 6  flour tortillas","Mince a few slices of onion to get 1 tablespoon. Add minced onion, tomato, kiwi, juice from 2 lime wedges, 3/4 of the cilantro, salt, and pepper to a small bowl. Mix into a salsa.
Juice 1/4 of the lime into another small bowl; mix in sour cream to make the crema.
Heat olive oil in a large pan over medium-high heat. Add sliced onion and poblano pepper. Cook, tossing occasionally, until softened and lightly charred, 3 to 4 minutes. Add pork and Mexican seasoning. Cook until pork is browned throughout, 4 to 5 minutes. Reduce heat to medium-low. Add chicken stock, tomato paste, salt, and pepper. Cook and stir until everything is coated, 1 to 2 minutes.
Wrap tortillas in a damp cloth and microwave for 30 seconds. Divide tortillas over plates; spread cream on top. Top tortillas with pork mixture and salsa. Garnish with remaining cilantro.",4.8,https://www.allrecipes.com/recipe/269743/poblano-and-ground-pork-tacos/,"Prep Time: 30 mins, Cook Time: 10 mins, Total Time: 40 mins, Servings: 6, Yield: 6 tacos",https://www.allrecipes.com/thmb/6jz6UEL93r0cTdI2vQFvPIDgoOU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4950514-eb821f67d9fe4041ac9642221f16a53e.jpg,Dinner,Light,"Onion, Tomato, Kiwi, Lime, Salt, Black pepper, Sour cream, Oil, Pork, Chicken, Tortilla"
20,Grilled Brie and Pear Sandwich,10 mins,5 mins,15 mins,1,1 sandwich,"2 tablespoons butter, softened, 2 thick slices French bread, 6 thin slices  Brie cheese, or more to taste, 12  fresh thyme leaves, or to taste, 1 pinch cracked black pepper, 6 slices pear (such as Bosc),   salt to taste","Generously butter one side of each slice of bread.
Heat a skillet over medium heat.
Place bread slices butter-side down into hot skillet. Arrange Brie cheese slices on top of each piece of bread. Sprinkle thyme and cracked black pepper over the top.
Spread pear slices in a single layer over the Brie cheese on one slice of bread and top with a pinch of salt.
Flip the slice of bread without pears onto the slice of bread with the pear slices. Continue cooking sandwich until cheese and pear are heated through and cheese is melted, 2 to 3 minutes per side. Transfer to a plate and cut into halves.











Chef John
",4.8,https://www.allrecipes.com/recipe/237472/grilled-brie-and-pear-sandwich/,"Prep Time: 10 mins, Cook Time: 5 mins, Total Time: 15 mins, Servings: 1, Yield: 1 sandwich",https://www.allrecipes.com/thmb/4RJwFW483KKARGzA7Pga2kdOAMs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1123463-grilled-brie-and-pear-sandwich-Chef-John-1x1-1-cedc15402ec247c493bc97ec3debc47e.jpg,Dinner,Light,"Butter, Bread, Cheese, Black pepper, Pear, Salt"
21,Avocado Cream Sauce,15 mins,10 mins,25 mins,4,4 servings,"2  avocados, 2 cloves garlic, ½  lime, juiced, or to taste, 2 tablespoons chopped green onions, 1 tablespoon chopped fresh cilantro, ½ tablespoon chopped fresh tarragon, 2 tablespoons butter, ¼ cup heavy cream,   salt to taste","Combine avocados, garlic, lime juice, green onions, cilantro, and tarragon in a food processor; puree until smooth.
Melt butter in a saucepan over low heat. Stir in avocado puree and cook over low heat, stirring occasionally, until heated through, about 5 minutes. Add cream and cook until heated through, but not boiling. Season with salt.",4.8,https://www.allrecipes.com/recipe/272445/avocado-cream-sauce/,"Prep Time: 15 mins, Cook Time: 10 mins, Total Time: 25 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/d0Dn8ZqWTi5PNd6qLVhOTJxKoro=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6537517-0f22bef963ca435a8db50cc2bce9cd51.jpg,Dinner,Light,"Avocado, Garlic, Lime, Onion Butter, Cream, Salt"
22,Pork Tenderloin with Apples and Onions,15 mins,45 mins,1 hrs,6,,"2 (1 1/2 pound) pork tenderloins, 2 teaspoons vegetable oil, 1 teaspoon sea salt, 2 tablespoons vegetable oil, divided, or more as needed, 3 medium Granny Smith apples - peeled, cored, and sliced into eighths, 2 medium sweet onions, sliced vertically, 3 teaspoons chopped fresh thyme, divided, ¼ teaspoon ground black pepper, or to taste, 1 tablespoon Dijon mustard, 1 cup chicken stock, 1 tablespoon butter","Preheat the oven to 425 degrees F (220 degrees C).
Trim silver skin from pork tenderloins; pat dry using paper towels. Rub 2 teaspoons vegetable oil over tenderloins, then rub with sea salt.
Heat 1 tablespoon vegetable oil in a large, oven-proof skillet over medium heat until it shimmers. Cook tenderloins in hot oil, rotating to brown all sides, about 10 minutes. Transfer pork to a large plate.
Add remaining 1 tablespoon vegetable oil to any drippings in the skillet. Cook apples and onions in hot oil, stirring occasionally, until onions turn translucent, about 5 minutes; add more oil if the skillet gets dry. Season with 1 teaspoon thyme and black pepper; stir gently to combine. Remove from heat.
Use a pastry brush to spread Dijon mustard evenly over tenderloins. Sprinkle with remaining 2 teaspoons thyme. Nestle tenderloins into the skillet with apple mixture.
Roast, uncovered, in the preheated oven until an instant-read thermometer inserted into the center of tenderloins reads at least 145 degrees F (63 degrees C), about 15 minutes. Remove the skillet from the oven and transfer pork to a large platter. Cover with aluminum foil and let rest.
Meanwhile, pour chicken stock into a saucepan and cook over medium-high heat until reduced by half, 8 to 10 minutes. Pour into the skillet with apple mixture. Cook over medium-high heat until boiling, about 5 minutes; stir in butter until melted.
Slice pork and serve over apple mixture.",4.8,https://www.allrecipes.com/recipe/275977/pork-tenderloin-with-apples-and-onions/,"Prep Time: 15 mins, Cook Time: 45 mins, Total Time: 1 hrs, Servings: 6",https://www.allrecipes.com/thmb/ptDXctfp5NjeM-gEfBVU5FNGrGs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7122690-ded28351dcdd4eedb0d36c70a0463ae7.jpg,Dinner,Light,"Pork, Oil, Salt, Black pepper, Apple, Onion, Mustard, Chicken, Butter"
23,Coconut Shrimp,15 mins,10 mins,55 mins,6,24 coconut shrimp,"¾ cup all-purpose flour, divided, ⅔ cup beer, 1 large egg, 1 ½ teaspoons baking powder, 2 cups flaked coconut, 24  medium raw shrimp, shelled, deveined, with tails attached, 3 cups oil for frying","Line a baking sheet with wax paper; set aside.
Whisk together 1/2 cup flour, beer, egg, and baking powder in a medium bowl until smooth. Place coconut and remaining 1/4 cup flour in 2 separate bowls.
One at a time, hold shrimp by the tail and dredge in flour, shaking off excess. Dip in beer batter; allow excess to drip off. Roll in coconut, then place on the prepared baking sheet. Refrigerate for 30 minutes.
Heat oil in a deep fryer or large skillet to 350 degrees F (175 degrees C).
Working in batches, fry shrimp in hot oil, turning once, until golden brown, 2 to 3 minutes. Use tongs to remove shrimp to paper towels to drain.











jenniwun
",4.8,https://www.allrecipes.com/recipe/17753/coconut-shrimp-i/,"Prep Time: 15 mins, Cook Time: 10 mins, Additional Time: 30 mins, Total Time: 55 mins, Servings: 6, Yield: 24 coconut shrimp",https://www.allrecipes.com/thmb/qkk1jBOd80syrt-Di5eSAZf0F5c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3494547-coconut-shrimp-i-jenniwun-1x1-1-10dc2599b63547f0a6072adf1e09475a.jpg,Dinner,Light,"Flour, Egg, Baking powder, Coconut, Shrimp, Oil"
24,Kiwi-Lime Pork Ribs,10 mins,1 hrs,1 hrs 10 mins,6,6 servings,"2  kiwis, peeled and sliced, ½ cup white sugar, 2 tablespoons cider vinegar, 2 tablespoons lime juice, 2 tablespoons salt, 2 tablespoons chili powder, 2 tablespoons cornstarch, 1 clove garlic, minced, 1 (3 pound) package country-style pork ribs","Preheat oven to 400 degrees F (200 degrees C).
Blend kiwis, sugar, vinegar, lime juice, salt, chili powder, cornstarch, and garlic in a blender until thickened into a sauce.
Place pork ribs on a baking sheet.
Drizzle blended kiwi sauce over ribs.
Loosely cover ribs with a sheet of aluminum foil.
Cook in preheated oven until tender, about 1 hour.",4.7,https://www.allrecipes.com/recipe/221315/kiwi-lime-pork-ribs/,"Prep Time: 10 mins, Cook Time: 1 hrs, Total Time: 1 hrs 10 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/V9cf-5iJl1x4jlSFInJjJ4LKXt8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/873242-356a51fffb8e423b8200ca73168de42b.jpg,Dinner,Spicy,"Kiwi, Sugar, Vinegar, Lime, Salt, Chili, Cornstarch, Garlic, Pork"
25,Blackened Salmon Tacos with Chunky Mango Avocado Salsa,40 mins,9 mins,49 mins,6,6 tacos,"3  ripe mangoes - peeled, pitted, and diced, 1  avocado - peeled, pitted, and diced, 1  orange bell pepper, diced, 1  jalapeno pepper, seeded and diced, 1  lime, juiced, 2 tablespoons chopped fresh cilantro, 1 pinch salt, 1 tablespoon sweet and spicy seafood rub, or to taste, ½ teaspoon chili powder, or to taste,   salt and ground black pepper to taste, 2  skin-on salmon fillets, 2 tablespoons olive oil, or as needed, divided, 6  corn tortillas, 3 large limes, cut into wedges","Combine mangoes, avocado, orange bell pepper, and jalapeno in a large bowl to make salsa. Add lime juice, cilantro, and salt; mix to combine. Cover with plastic wrap and refrigerate.
Sprinkle seafood rub, chili powder, salt, and black pepper over 1 side of each salmon steak; rub in with your fingers until evenly distributed.
Coat the bottom of a large skillet with olive oil and heat over medium-high heat. Add salmon skin-side down and cook until skin is crisp, 4 to 5 minutes. Flip salmon and carefully peel off skin. Season top with seafood rub, chili powder, salt and black pepper. Continue cooking until lightly browned on the second side and salmon flakes easily with a fork, 4 to 5 minutes.
Slice each salmon fillet lengthwise to create 6 pieces.
Lightly oil another skillet over medium heat. Pan-fry corn tortillas, one at a time, until heated through and pliable, about 30 seconds per side.
Place 1 piece of salmon on each tortilla. Top with salsa. Squeeze a wedge of lime on top.









",4.7,https://www.allrecipes.com/recipe/246845/blackened-salmon-tacos-with-chunky-mango-avocado-salsa/,"Prep Time: 40 mins, Cook Time: 9 mins, Total Time: 49 mins, Servings: 6, Yield: 6 tacos",https://www.allrecipes.com/thmb/9KX9Pu4XDnNGdqpNpfjZhXpUBUo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4539795-a4dccc6bbb5049ea9c1a7725df8d1a08.jpg,Dinner,Spicy,"Mango, Avocado, Capsicum, Chili, Lime, Salt, Salmon, Oil, Tortilla"
26,Bacon and Date Appetizer,30 mins,5 mins,35 mins,6,6 servings,"1 (8 ounce) package pitted dates, 4 ounces almonds, 1 pound sliced bacon","Preheat the broiler.
Slit dates. Place one almond inside each date. Wrap dates with bacon, using toothpicks to hold them together.
Broil 10 minutes, or until bacon is evenly brown and crisp.",4.7,https://www.allrecipes.com/recipe/22694/bacon-and-date-appetizer/,"Prep Time: 30 mins, Cook Time: 5 mins, Total Time: 35 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/6OCad-_FowO9UdeAcA-TZyGLKcY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/695887-8c08b2f237314d508b27745bcd458fdb.jpg,Dinner,Light,"Date, Almond, Bacon"
27,Pork Tenderloin with Balsamic Plum Reduction,15 mins,30 mins,45 mins,4,4 servings,"1  pork tenderloin,   salt and ground black pepper to taste, 1 tablespoon olive oil, 1 ½  plums, pitted and chopped, 2 tablespoons balsamic vinegar, 1 tablespoon brown sugar, 1 tablespoon honey, 2 tablespoons blueberry juice (Optional)","Preheat oven to 400 degrees F (200 degrees C). Line a baking sheet with foil.
Season the pork tenderloin with salt and pepper. Heat olive oil in a heavy skillet over high heat until the oil shimmers; gently lay the tenderloin into the hot oil. After about 1 minute, gently loosen the meat from the bottom of the skillet, if necessary. Cook until the pork is seared a golden brown color, about 3 minutes per side. Transfer the pork to the lined baking sheet.
Roast the seared tenderloin in the preheated oven until a thermometer inserted into the center of the pork reads at least 145 degrees F (63 degrees C), about 15 minutes. Remove the pork from the oven and allow to rest for 10 minutes before slicing into medallions.
Cook the plums, balsamic vinegar, brown sugar, honey, and blueberry juice in a small saucepan over medium-low heat, stirring often, until the plums are soft, about 10 minutes. Transfer the sauce to a blender and blend until smooth. Return the sauce to the saucepan and simmer until reduced and thickened to the consistency of apple butter, about 5 more minutes. Spoon plum sauce over the sliced pork to serve.",4.7,https://www.allrecipes.com/recipe/215141/pork-tenderloin-with-balsamic-plum-reduction/,"Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/kMjhbq7uHbopsQTX2SzY7WShLZw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3721441-c996e7e3ea414222af4ad8e1d6236aba.jpg,Dinner,Sour,"Pork, Salt, Black pepper, Oil, Vinegar, Sugar, Honey"
28,"Blue Cheese, Walnut, and Pear Pizza",20 mins,15 mins,35 mins,6,1 pizza,"1  pre-baked pizza crust, 2 cloves garlic, minced, 1 tablespoon Dijon mustard, 2 sprigs fresh rosemary, chopped, ¼ cup white wine vinegar, ½ cup olive oil, ¼ cup crumbled blue cheese,   salt and pepper to taste, ¼ cup crumbled blue cheese, ⅓ cup shredded mozzarella cheese, 2  pears - peeled, cored and sliced, ¼ cup toasted walnut pieces","Preheat an oven to 425 degrees F (220 degrees C).
Place the pizza crust on a pizza pan. Bake in the preheated oven until just crisp, about 5 minutes.
Meanwhile, combine the garlic, Dijon mustard, rosemary, and vinegar in a food processor or blender. Turn on, and drizzle in the olive oil slowly until the dressing has thickened. Quickly pulse in 1/4 cup of blue cheese; season to taste with salt and pepper.
Spread the vinaigrette over the pizza crust. Sprinkle 1/4 cup of blue cheese evenly over the crust, followed by the mozzarella cheese. Arrange the sliced pears over the cheese, and sprinkle with the toasted walnuts.
Bake in the preheated oven until the cheese has melted and is bubbly, 7 to 10 minutes. Let cool slightly before cutting into slices.",4.7,https://www.allrecipes.com/recipe/216536/blue-cheese-walnut-and-pear-pizza/,"Prep Time: 20 mins, Cook Time: 15 mins, Total Time: 35 mins, Servings: 6, Yield: 1 pizza",https://www.allrecipes.com/thmb/wc_DUTzmvrCCU0YhZ_LN8zt-Pn4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3441169-5c4d0265bb094220b4fbe645bc2b473e.jpg,Dinner,Sour,"Bread, Garlic, Mustard, Rosemary, Vinegar, Oil, Cheese, Salt, Black pepper, Pear, Walnut"
29,Simple Apricot-Glazed Meatloaf,10 mins,1 hrs,1 hrs 15 mins,6,1 9x5-inch meatloaf,"1 ½ pounds ground beef, 1 cup bread crumbs, 1 small onion, minced, 1 large egg, beaten, 2 cloves garlic, minced, 1 ½ tablespoons apricot preserves, 1 tablespoon kosher salt, 1 ½ teaspoons freshly ground black pepper","Preheat the oven to 350 degrees F (175 degrees C).
Make the meatloaf: Combine ground beef, bread crumbs, onion, egg, garlic, apricot preserves, kosher salt, and pepper in a large mixing bowl; mix well until thoroughly combined. Transfer to a 9x5-inch loaf pan.
Bake in the preheated oven for 45 minutes.
Meanwhile, make the glaze: Mix ketchup, apricot preserves, brown sugar, hot sauce, Worcestershire sauce, and cider vinegar together in a medium bowl.
Remove meatloaf from the oven and pour glaze over top. Continue cooking until no longer pink in the center, about 15 minutes longer. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C).
Let rest 5 minutes before serving.",4.7,https://www.allrecipes.com/recipe/281342/simple-apricot-glazed-meatloaf/,"Prep Time: 10 mins, Cook Time: 1 hrs, Additional Time: 5 mins, Total Time: 1 hrs 15 mins, Servings: 6, Yield: 1 9x5-inch meatloaf",https://www.allrecipes.com/thmb/bqcwvKxOgdCDkwsh7WoNcTdx-G4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8547739-6d6f3ba9798c4045ad2d0cda25dec5f7.jpg,Dinner,Light,"Beef, Bread crumb, Onion, Egg, Garlic, Apricot, Salt, Black pepper"
30,Easy Lemon-Pepper Chicken Wings,10 mins,10 mins,20 mins,4,12 chicken wings,"2 cups oil, or as needed, 2 tablespoons extra-virgin olive oil, 1 tablespoon lemon-pepper seasoning, 12  chicken wings","Heat oil in a deep-fryer or large saucepan to 375 degrees F (190 degrees C).
Stir olive oil and lemon-pepper together in a bowl.
Fry wings in hot oil until no longer pink at the bone and the juices run clear, about 8 minutes; an instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C).
Toss hot wings with lemon-pepper mixture to coat.









",4.7,https://www.allrecipes.com/recipe/236418/easy-lemon-pepper-chicken-wings/,"Prep Time: 10 mins, Cook Time: 10 mins, Total Time: 20 mins, Servings: 4, Yield: 12 chicken wings",https://www.allrecipes.com/thmb/XDRAJmrYmKHBt1jk3blJDPhXFao=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2912641-d633d9fb7cc7419b8f5d7819399e9971.jpg,Dinner,Light,"Oil, Lemon , Chicken"
31,Mexican Shrimp Cocktail,15 mins,,2 hrs 15 mins,6,,"2 pounds cooked shrimp, peeled and deveined, ½ cup finely chopped red onion, ¼ cup fresh cilantro, chopped, 1 tablespoon crushed garlic, 1 ½ cups tomato and clam juice cocktail, ¼ cup ketchup, ¼ cup fresh lime juice, ¼ cup prepared horseradish, 1 teaspoon hot pepper sauce, or to taste,   salt to taste, 1  ripe avocado - peeled, pitted and chopped","Place shrimp in a large bowl. Stir in red onion, cilantro, and garlic. Add tomato and clam juice, ketchup, lime juice, horseradish, and hot pepper sauce; mix well to combine. Season with salt. Gently stir in avocado. Cover, and refrigerate for 2 to 3 hours.",4.7,https://www.allrecipes.com/recipe/87778/mexican-shrimp-cocktail/,"Prep Time: 15 mins, Additional Time: 2 hrs, Total Time: 2 hrs 15 mins, Servings: 6",https://www.allrecipes.com/thmb/Fo4Z1qhO_nTsoiVBbKvnXzju3UM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/407547-bb87939406e149ffae12c6660ff5b139.jpg,Dinner,Sour,"Shrimp, Onion,  Garlic, Tomato, Lime, Ketchup,  Hot sauce, Salt, Avocado"
32,Air Fryer Lobster Tails with Lemon-Garlic Butter,10 mins,10 mins,20 mins,2,2 lobster tails,"2 (4 ounce) lobster tails, 4 tablespoons butter, 1 teaspoon lemon zest, 1 clove garlic, grated,   salt and ground black pepper to taste, 1 teaspoon chopped fresh parsley, 2 wedges lemon","Preheat an air fryer to 380 degrees F (195 degrees C).
Butterfly lobster tails by cutting lengthwise through the centers of the hard top shells and meat with kitchen shears. Cut to, but not through, the bottoms of the shells. Spread tail halves apart. Place tails in the air fryer basket with lobster meat facing up.
Melt butter in a small saucepan over medium heat. Add lemon zest and garlic; heat until garlic is fragrant, about 30 seconds.
Transfer 2 tablespoons of butter mixture to a small bowl and brush onto lobster tails; discard any remaining brushed butter to avoid contamination from uncooked lobster. Season lobster with salt and pepper.
Cook in the preheated air fryer until lobster meat is opaque, 5 to 7 minutes.
Spoon reserved butter from the saucepan over lobster meat. Top with parsley and serve with lemon wedges.",4.7,https://www.allrecipes.com/recipe/276006/air-fryer-lobster-tails-with-lemon-garlic-butter/,"Prep Time: 10 mins, Cook Time: 10 mins, Total Time: 20 mins, Servings: 2, Yield: 2 lobster tails",https://www.allrecipes.com/thmb/7q9cnn5hKe6iOF3Z5SwBoo1LeRw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7617251-f11380e6987e48a8b9158c751a985fac.jpg,Dinner,Light,"Lobster, Butter, Lemon, Garlic, Salt, Black pepper"
33,Baked Fish Fillets,10 mins,20 mins,30 mins,6,,"1 tablespoon vegetable oil, or to taste, 2 pounds mackerel fillets, 1 teaspoon salt, ⅛ teaspoon ground black pepper, ¼ cup butter, melted, 2 tablespoons lemon juice, ⅛ teaspoon ground paprika","Preheat the oven to 350 degrees F (175 degrees C). Grease a baking pan with vegetable oil.
Place mackerel fillets in the baking pan; season with salt and pepper.
Mix butter, lemon juice, and paprika together in a bowl. Pour over mackerel fillets.
Bake in the preheated oven until fish flakes easily with a fork, 20 to 25 minutes.",4.7,https://www.allrecipes.com/recipe/256349/baked-fish-fillets/,"Prep Time: 10 mins, Cook Time: 20 mins, Total Time: 30 mins, Servings: 6",https://www.allrecipes.com/thmb/0lHYLTKJrgyFKlcIxU_ahbM_Or8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/256349-baked-fish-fillets-ddmfs-3x4-270-250869bb6a264e37afffc2a042a69444.jpg,Dinner,Sour,"Oil, Fish, Salt, Black pepper, Butter, Lemon, Paprika"
34,Cobb Salad,20 mins,10 mins,30 mins,6,,"6 slices bacon, 3  eggs, 1 head iceberg lettuce, shredded, 3 cups chopped, cooked chicken meat, 2  tomatoes, seeded and chopped, ¾ cup blue cheese, crumbled, 3  green onions, chopped, 1  avocado - peeled, pitted and diced, 1 (8 ounce) bottle Ranch-style salad dressing","Place eggs in a saucepan and cover completely with cold water; bring to a boil, then cover and remove from heat. Let eggs sit for 10 to 12 minutes, then cool, peel and chop.
While the eggs are cooking, place bacon in a large, deep skillet. Cook over medium-high heat until evenly brown, 7 to 10 minutes. Drain, crumble, and set aside.
Divide shredded lettuce among individual plates. Top with rows of bacon, eggs, chicken, tomatoes, blue cheese, green onions, and avocado. Drizzle with dressing.











dotdash meredith food studios
",4.7,https://www.allrecipes.com/recipe/14415/cobb-salad/,"Prep Time: 20 mins, Cook Time: 10 mins, Total Time: 30 mins, Servings: 6",https://www.allrecipes.com/thmb/yW0686wcfOdlkAPx_D7yk4Wn9UI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/14415-cobb-salad-ddmfs-0309-1x1-1-9be8b219ede6498fabc0d053e380da34.jpg,Dinner,Light,"Bacon, Egg, Lettuce, Chicken, Tomato, Cheese, Onion, Avocado"
35,Smoked Salmon Sushi Roll,30 mins,,5 hrs,6,6 rolls,"2 cups Japanese sushi rice, 6 tablespoons rice wine vinegar, 6 sheets nori (dry seaweed), 1  avocado - peeled, pitted and sliced, 1  cucumber, peeled and sliced, 8 ounces smoked salmon, cut into long strips, 2 tablespoons wasabi paste","Soak rice for 4 hours. Drain rice and cook in a rice cooker with 2 cups of water. Rice must be slightly dry as vinegar will be added later.
Immediately after rice is cooked, mix in 6 tablespoons rice vinegar to the hot rice. Spread rice on a plate until completely cool.
Place 1 sheet of seaweed on bamboo mat, press a thin layer of cool rice on the seaweed. Leave at least 1/2 inch top and bottom edge of the seaweed uncovered. This is for easier sealing later. Dot some wasabi on the rice. Arrange cucumber, avocado and smoked salmon to the rice. Position them about 1 inch away from the bottom edge of the seaweed.
Slightly wet the top edge of the seaweed. Roll from bottom to the top edge with the help of the bamboo mat tightly. Cut roll into 8 equal pieces and serve. Repeat for other rolls.",4.7,https://www.allrecipes.com/recipe/19511/smoked-salmon-sushi-roll/,"Prep Time: 30 mins, Additional Time: 4 hrs 30 mins, Total Time: 5 hrs, Servings: 6, Yield: 6 rolls",https://www.allrecipes.com/thmb/pNjaJiXbdznXKSEoQQENvEh5XKY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/434348-1ba934cbda4b422c94648cb4ee42c7ed.jpg,Dinner,Sour,"Rice, Vinegar, Avocado, Cucumber, Salmon"
